0.00.054.622 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.297.651 W srv  llama_server: -----------------
0.00.297.653 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.297.653 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.297.654 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.297.654 W srv  llama_server: -----------------
0.00.298.904 I srv    load_model: loading model '/mnt/ai/models/qwen36-27b-mtp-gguf/Qwen3.6-27B-MTP-Q5_K_M.gguf'
0.01.092.063 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 999, abort
0.02.943.698 I cmn          init: llama threadpool init, n_threads = 12
0.02.993.940 I common_speculative_init_result: creating MTP draft context against the target model '/mnt/ai/models/qwen36-27b-mtp-gguf/Qwen3.6-27B-MTP-Q5_K_M.gguf'
0.03.047.192 I srv    load_model: initializing, n_slots = 6, n_ctx_slot = 16384, kv_unified = 'false'
0.03.082.748 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.082.792 I srv  llama_server: model loaded
0.03.082.796 I srv  llama_server: listening on http://127.0.0.1:8151
0.06.009.516 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = -1
8.13.038.395 I slot print_timing: id  2 | task 7520 | n_gen =   6518, tg =  51.27 t/s, tg_3s =  48.22 t/s
8.13.139.915 I slot print_timing: id  3 | task 7517 | n_gen =   6735, tg =  52.93 t/s, tg_3s =  58.49 t/s
8.13.856.896 I slot print_timing: id  3 | task 7517 | prompt eval time =     479.51 ms /    61 tokens (    7.86 ms per token,   127.21 tokens per second)
8.13.856.899 I slot print_timing: id  3 | task 7517 |        eval time =  127930.32 ms /  6788 tokens (   18.85 ms per token,    53.05 tokens per second)
8.13.856.899 I slot print_timing: id  3 | task 7517 |       total time =  128409.83 ms /  6849 tokens
8.13.856.900 I slot print_timing: id  3 | task 7517 |    graphs reused =       7488
8.13.856.904 I slot print_timing: id  3 | task 7517 | draft acceptance = 0.31030 ( 4418 accepted / 14238 generated), mean len =  2.86
8.13.856.931 I slot      release: id  3 | task 7517 | stop processing: n_tokens = 6852, truncated = 0
8.14.152.410 I slot print_timing: id  0 | task 7521 | n_gen =    634, tg =  41.71 t/s, tg_3s =  42.36 t/s
8.14.965.692 I slot print_timing: id  4 | task 7523 | n_gen =    517, tg =  42.60 t/s, tg_3s =  36.93 t/s
8.16.075.157 I slot print_timing: id  1 | task 7522 | n_gen =   7039, tg =  54.08 t/s, tg_3s =  46.42 t/s
8.16.075.798 I slot print_timing: id  2 | task 7520 | n_gen =   6648, tg =  51.07 t/s, tg_3s =  42.80 t/s
8.17.189.576 I slot print_timing: id  0 | task 7521 | n_gen =    723, tg =  39.64 t/s, tg_3s =  29.30 t/s
8.18.008.092 I slot print_timing: id  4 | task 7523 | n_gen =    611, tg =  40.25 t/s, tg_3s =  30.90 t/s
8.19.123.496 I slot print_timing: id  1 | task 7522 | n_gen =   7217, tg =  54.18 t/s, tg_3s =  58.39 t/s
8.19.123.836 I slot print_timing: id  2 | task 7520 | n_gen =   6775, tg =  50.86 t/s, tg_3s =  41.67 t/s
8.20.238.666 I slot print_timing: id  0 | task 7521 | n_gen =    833, tg =  39.13 t/s, tg_3s =  36.08 t/s
8.21.059.886 I slot print_timing: id  4 | task 7523 | n_gen =    703, tg =  38.56 t/s, tg_3s =  30.15 t/s
8.22.174.928 I slot print_timing: id  1 | task 7522 | n_gen =   7400, tg =  54.30 t/s, tg_3s =  59.97 t/s
8.22.175.584 I slot print_timing: id  2 | task 7520 | n_gen =   6900, tg =  50.64 t/s, tg_3s =  40.96 t/s
8.23.294.573 I slot print_timing: id  0 | task 7521 | n_gen =    962, tg =  39.51 t/s, tg_3s =  42.21 t/s
8.24.117.196 I slot print_timing: id  4 | task 7523 | n_gen =    799, tg =  37.53 t/s, tg_3s =  31.40 t/s
8.25.233.953 I slot print_timing: id  1 | task 7522 | n_gen =   7594, tg =  54.51 t/s, tg_3s =  63.42 t/s
8.25.235.232 I slot print_timing: id  2 | task 7520 | n_gen =   7040, tg =  50.53 t/s, tg_3s =  45.76 t/s
8.26.353.219 I slot print_timing: id  0 | task 7521 | n_gen =   1052, tg =  38.39 t/s, tg_3s =  29.42 t/s
8.27.176.016 I slot print_timing: id  4 | task 7523 | n_gen =    898, tg =  36.88 t/s, tg_3s =  32.37 t/s
8.28.294.607 I slot print_timing: id  1 | task 7522 | n_gen =   7794, tg =  54.74 t/s, tg_3s =  65.35 t/s
8.28.295.094 I slot print_timing: id  2 | task 7520 | n_gen =   7170, tg =  50.36 t/s, tg_3s =  42.49 t/s
8.29.415.126 I slot print_timing: id  0 | task 7521 | n_gen =   1145, tg =  37.58 t/s, tg_3s =  30.37 t/s
8.30.244.143 I slot print_timing: id  4 | task 7523 | n_gen =   1010, tg =  36.84 t/s, tg_3s =  36.50 t/s
8.31.367.690 I slot print_timing: id  1 | task 7522 | n_gen =   8003, tg =  55.02 t/s, tg_3s =  68.01 t/s
8.31.368.307 I slot print_timing: id  2 | task 7520 | n_gen =   7312, tg =  50.27 t/s, tg_3s =  46.21 t/s
8.32.415.867 I slot print_timing: id  0 | task 7521 | n_gen =   1253, tg =  37.44 t/s, tg_3s =  35.99 t/s
8.33.314.898 I slot print_timing: id  4 | task 7523 | n_gen =   1116, tg =  36.60 t/s, tg_3s =  34.52 t/s
8.34.327.215 I slot print_timing: id  1 | task 7522 | prompt eval time =     489.34 ms /    64 tokens (    7.65 ms per token,   130.79 tokens per second)
8.34.327.219 I slot print_timing: id  1 | task 7522 |        eval time =  148401.37 ms /  8192 tokens (   18.12 ms per token,    55.19 tokens per second)
8.34.327.220 I slot print_timing: id  1 | task 7522 |       total time =  148890.71 ms /  8256 tokens
8.34.327.221 I slot print_timing: id  1 | task 7522 |    graphs reused =       7488
8.34.327.225 I slot print_timing: id  1 | task 7522 | draft acceptance = 0.34921 ( 5544 accepted / 15876 generated), mean len =  3.10
8.34.327.256 I slot      release: id  1 | task 7522 | stop processing: n_tokens = 8255, truncated = 0
8.34.426.808 I slot print_timing: id  2 | task 7520 | n_gen =   7439, tg =  50.09 t/s, tg_3s =  41.52 t/s
8.35.427.598 I slot print_timing: id  0 | task 7521 | n_gen =   1341, tg =  36.76 t/s, tg_3s =  29.22 t/s
8.36.331.486 I slot print_timing: id  4 | task 7523 | n_gen =   1200, tg =  35.82 t/s, tg_3s =  27.85 t/s
8.37.434.958 I slot print_timing: id  2 | task 7520 | n_gen =   7519, tg =  49.62 t/s, tg_3s =  26.59 t/s
8.38.437.724 I slot print_timing: id  0 | task 7521 | n_gen =   1425, tg =  36.08 t/s, tg_3s =  27.91 t/s
8.39.341.795 I slot print_timing: id  4 | task 7523 | n_gen =   1254, tg =  34.34 t/s, tg_3s =  17.94 t/s
8.40.447.463 I slot print_timing: id  2 | task 7520 | n_gen =   7600, tg =  49.18 t/s, tg_3s =  26.89 t/s
8.41.450.677 I slot print_timing: id  0 | task 7521 | n_gen =   1504, tg =  35.38 t/s, tg_3s =  26.22 t/s
8.42.356.448 I slot print_timing: id  4 | task 7523 | n_gen =   1327, tg =  33.57 t/s, tg_3s =  24.22 t/s
8.43.463.347 I slot print_timing: id  2 | task 7520 | n_gen =   7685, tg =  48.78 t/s, tg_3s =  28.18 t/s
8.44.468.186 I slot print_timing: id  0 | task 7521 | n_gen =   1577, tg =  34.64 t/s, tg_3s =  24.19 t/s
8.45.375.342 I slot print_timing: id  4 | task 7523 | n_gen =   1405, tg =  33.02 t/s, tg_3s =  25.84 t/s
8.46.479.866 I slot print_timing: id  2 | task 7520 | n_gen =   7782, tg =  48.46 t/s, tg_3s =  32.16 t/s
8.47.486.552 I slot print_timing: id  0 | task 7521 | n_gen =   1662, tg =  34.24 t/s, tg_3s =  28.16 t/s
8.48.394.400 I slot print_timing: id  4 | task 7523 | n_gen =   1467, tg =  32.19 t/s, tg_3s =  20.54 t/s
8.49.501.071 I slot print_timing: id  2 | task 7520 | n_gen =   7874, tg =  48.13 t/s, tg_3s =  30.45 t/s
8.50.507.539 I slot print_timing: id  0 | task 7521 | n_gen =   1733, tg =  33.61 t/s, tg_3s =  23.50 t/s
8.51.416.430 I slot print_timing: id  4 | task 7523 | n_gen =   1551, tg =  31.92 t/s, tg_3s =  27.80 t/s
8.52.525.230 I slot print_timing: id  2 | task 7520 | n_gen =   7962, tg =  47.79 t/s, tg_3s =  29.10 t/s
8.53.533.465 I slot print_timing: id  0 | task 7521 | n_gen =   1806, tg =  33.08 t/s, tg_3s =  24.12 t/s
8.54.440.755 I slot print_timing: id  4 | task 7523 | n_gen =   1634, tg =  31.66 t/s, tg_3s =  27.44 t/s
8.55.548.918 I slot print_timing: id  2 | task 7520 | n_gen =   8048, tg =  47.44 t/s, tg_3s =  28.44 t/s
8.56.556.962 I slot print_timing: id  0 | task 7521 | n_gen =   1891, tg =  32.82 t/s, tg_3s =  28.11 t/s
8.57.466.547 I slot print_timing: id  4 | task 7523 | n_gen =   1717, tg =  31.42 t/s, tg_3s =  27.43 t/s
8.58.575.279 I slot print_timing: id  2 | task 7520 | n_gen =   8144, tg =  47.17 t/s, tg_3s =  31.72 t/s
8.59.582.980 I slot print_timing: id  0 | task 7521 | n_gen =   1974, tg =  32.55 t/s, tg_3s =  27.43 t/s
9.00.481.426 I slot print_timing: id  4 | task 7523 | n_gen =   1796, tg =  31.15 t/s, tg_3s =  26.20 t/s
9.00.571.505 I slot print_timing: id  2 | task 7520 | prompt eval time =     484.03 ms /    62 tokens (    7.81 ms per token,   128.09 tokens per second)
9.00.571.507 I slot print_timing: id  2 | task 7520 |        eval time =  174645.31 ms /  8192 tokens (   21.32 ms per token,    46.90 tokens per second)
9.00.571.508 I slot print_timing: id  2 | task 7520 |       total time =  175129.34 ms /  8254 tokens
9.00.571.510 I slot print_timing: id  2 | task 7520 |    graphs reused =       7488
9.00.571.514 I slot print_timing: id  2 | task 7520 | draft acceptance = 0.30292 ( 5283 accepted / 17440 generated), mean len =  2.82
9.00.571.544 I slot      release: id  2 | task 7520 | stop processing: n_tokens = 8253, truncated = 0
9.02.650.456 I slot print_timing: id  0 | task 7521 | n_gen =   2081, tg =  32.67 t/s, tg_3s =  34.88 t/s
9.03.520.821 I slot print_timing: id  4 | task 7523 | n_gen =   1905, tg =  31.38 t/s, tg_3s =  35.86 t/s
9.05.664.047 I slot print_timing: id  0 | task 7521 | n_gen =   2185, tg =  32.75 t/s, tg_3s =  34.51 t/s
9.06.537.210 I slot print_timing: id  4 | task 7523 | n_gen =   2008, tg =  31.52 t/s, tg_3s =  34.15 t/s
9.08.686.072 I slot print_timing: id  0 | task 7521 | n_gen =   2316, tg =  33.21 t/s, tg_3s =  43.35 t/s
9.09.560.450 I slot print_timing: id  4 | task 7523 | n_gen =   2144, tg =  32.13 t/s, tg_3s =  44.98 t/s
9.11.710.172 I slot print_timing: id  0 | task 7521 | n_gen =   2438, tg =  33.50 t/s, tg_3s =  40.34 t/s
9.12.584.052 I slot print_timing: id  4 | task 7523 | n_gen =   2261, tg =  32.41 t/s, tg_3s =  38.70 t/s
9.14.735.199 I slot print_timing: id  0 | task 7521 | n_gen =   2566, tg =  33.86 t/s, tg_3s =  42.31 t/s
9.15.611.512 I slot print_timing: id  4 | task 7523 | n_gen =   2395, tg =  32.90 t/s, tg_3s =  44.26 t/s
9.17.761.781 I slot print_timing: id  0 | task 7521 | n_gen =   2690, tg =  34.13 t/s, tg_3s =  40.97 t/s
9.18.637.194 I slot print_timing: id  4 | task 7523 | n_gen =   2514, tg =  33.16 t/s, tg_3s =  39.33 t/s
9.20.788.455 I slot print_timing: id  0 | task 7521 | n_gen =   2807, tg =  34.30 t/s, tg_3s =  38.66 t/s
9.21.663.003 I slot print_timing: id  4 | task 7523 | n_gen =   2626, tg =  33.31 t/s, tg_3s =  37.01 t/s
9.23.814.279 I slot print_timing: id  0 | task 7521 | n_gen =   2926, tg =  34.48 t/s, tg_3s =  39.33 t/s
9.24.689.952 I slot print_timing: id  4 | task 7523 | n_gen =   2758, tg =  33.69 t/s, tg_3s =  43.61 t/s
9.26.843.761 I slot print_timing: id  0 | task 7521 | n_gen =   3047, tg =  34.67 t/s, tg_3s =  39.94 t/s
9.27.719.219 I slot print_timing: id  4 | task 7523 | n_gen =   2884, tg =  33.97 t/s, tg_3s =  41.59 t/s
9.29.873.770 I slot print_timing: id  0 | task 7521 | n_gen =   3166, tg =  34.82 t/s, tg_3s =  39.27 t/s
9.30.750.860 I slot print_timing: id  4 | task 7523 | n_gen =   3023, tg =  34.38 t/s, tg_3s =  45.85 t/s
9.32.903.021 I slot print_timing: id  0 | task 7521 | n_gen =   3297, tg =  35.09 t/s, tg_3s =  43.25 t/s
9.33.779.152 I slot print_timing: id  4 | task 7523 | n_gen =   3127, tg =  34.38 t/s, tg_3s =  34.34 t/s
9.35.930.434 I slot print_timing: id  0 | task 7521 | n_gen =   3403, tg =  35.09 t/s, tg_3s =  35.01 t/s
9.36.807.079 I slot print_timing: id  4 | task 7523 | n_gen =   3237, tg =  34.44 t/s, tg_3s =  36.33 t/s
9.38.961.996 I slot print_timing: id  0 | task 7521 | n_gen =   3531, tg =  35.30 t/s, tg_3s =  42.22 t/s
9.39.839.987 I slot print_timing: id  4 | task 7523 | n_gen =   3361, tg =  34.64 t/s, tg_3s =  40.88 t/s
9.41.996.458 I slot print_timing: id  0 | task 7521 | n_gen =   3667, tg =  35.58 t/s, tg_3s =  44.82 t/s
9.42.873.764 I slot print_timing: id  4 | task 7523 | n_gen =   3484, tg =  34.82 t/s, tg_3s =  40.54 t/s
9.45.030.356 I slot print_timing: id  0 | task 7521 | n_gen =   3784, tg =  35.67 t/s, tg_3s =  38.56 t/s
9.45.907.984 I slot print_timing: id  4 | task 7523 | n_gen =   3620, tg =  35.12 t/s, tg_3s =  44.82 t/s
9.48.064.628 I slot print_timing: id  0 | task 7521 | n_gen =   3905, tg =  35.79 t/s, tg_3s =  39.88 t/s
9.48.943.885 I slot print_timing: id  4 | task 7523 | n_gen =   3753, tg =  35.37 t/s, tg_3s =  43.81 t/s
9.51.100.003 I slot print_timing: id  0 | task 7521 | n_gen =   4021, tg =  35.85 t/s, tg_3s =  38.22 t/s
9.51.976.700 I slot print_timing: id  4 | task 7523 | n_gen =   3889, tg =  35.63 t/s, tg_3s =  44.84 t/s
9.54.135.231 I slot print_timing: id  0 | task 7521 | n_gen =   4148, tg =  36.01 t/s, tg_3s =  41.84 t/s
9.55.012.198 I slot print_timing: id  4 | task 7523 | n_gen =   4040, tg =  36.01 t/s, tg_3s =  49.74 t/s
9.57.168.359 I slot print_timing: id  0 | task 7521 | n_gen =   4291, tg =  36.30 t/s, tg_3s =  47.15 t/s
9.58.046.850 I slot print_timing: id  4 | task 7523 | n_gen =   4177, tg =  36.25 t/s, tg_3s =  45.15 t/s
10.00.200.894 I slot print_timing: id  0 | task 7521 | n_gen =   4417, tg =  36.43 t/s, tg_3s =  41.55 t/s
10.01.077.552 I slot print_timing: id  4 | task 7523 | n_gen =   4301, tg =  36.37 t/s, tg_3s =  40.91 t/s
10.03.235.501 I slot print_timing: id  0 | task 7521 | n_gen =   4569, tg =  36.76 t/s, tg_3s =  50.09 t/s
10.04.113.818 I slot print_timing: id  4 | task 7523 | n_gen =   4442, tg =  36.62 t/s, tg_3s =  46.44 t/s
10.06.278.513 I slot print_timing: id  0 | task 7521 | n_gen =   4703, tg =  36.94 t/s, tg_3s =  44.04 t/s
10.07.157.842 I slot print_timing: id  4 | task 7523 | n_gen =   4568, tg =  36.74 t/s, tg_3s =  41.39 t/s
10.09.322.495 I slot print_timing: id  0 | task 7521 | n_gen =   4820, tg =  36.97 t/s, tg_3s =  38.44 t/s
10.10.204.183 I slot print_timing: id  4 | task 7523 | n_gen =   4717, tg =  37.03 t/s, tg_3s =  48.91 t/s
10.12.368.149 I slot print_timing: id  0 | task 7521 | n_gen =   4958, tg =  37.16 t/s, tg_3s =  45.31 t/s
10.13.248.334 I slot print_timing: id  4 | task 7523 | n_gen =   4822, tg =  36.97 t/s, tg_3s =  34.49 t/s
10.15.415.964 I slot print_timing: id  0 | task 7521 | n_gen =   5114, tg =  37.47 t/s, tg_3s =  51.18 t/s
10.16.296.314 I slot print_timing: id  4 | task 7523 | n_gen =   4946, tg =  37.06 t/s, tg_3s =  40.68 t/s
10.18.462.987 I slot print_timing: id  0 | task 7521 | n_gen =   5257, tg =  37.68 t/s, tg_3s =  46.93 t/s
10.19.342.122 I slot print_timing: id  4 | task 7523 | n_gen =   5090, tg =  37.29 t/s, tg_3s =  47.28 t/s
10.21.506.490 I slot print_timing: id  0 | task 7521 | n_gen =   5365, tg =  37.63 t/s, tg_3s =  35.49 t/s
10.22.388.876 I slot print_timing: id  4 | task 7523 | n_gen =   5203, tg =  37.28 t/s, tg_3s =  37.09 t/s
10.24.554.484 I slot print_timing: id  0 | task 7521 | n_gen =   5492, tg =  37.72 t/s, tg_3s =  41.67 t/s
10.25.437.371 I slot print_timing: id  4 | task 7523 | n_gen =   5328, tg =  37.36 t/s, tg_3s =  41.00 t/s
10.27.606.766 I slot print_timing: id  0 | task 7521 | n_gen =   5624, tg =  37.83 t/s, tg_3s =  43.25 t/s
10.28.490.514 I slot print_timing: id  4 | task 7523 | n_gen =   5467, tg =  37.53 t/s, tg_3s =  45.53 t/s
10.30.658.441 I slot print_timing: id  0 | task 7521 | n_gen =   5750, tg =  37.90 t/s, tg_3s =  41.29 t/s
10.31.540.742 I slot print_timing: id  4 | task 7523 | n_gen =   5598, tg =  37.64 t/s, tg_3s =  42.95 t/s
10.33.709.844 I slot print_timing: id  0 | task 7521 | n_gen =   5868, tg =  37.92 t/s, tg_3s =  38.67 t/s
10.34.590.794 I slot print_timing: id  4 | task 7523 | n_gen =   5724, tg =  37.72 t/s, tg_3s =  41.31 t/s
10.36.758.906 I slot print_timing: id  0 | task 7521 | n_gen =   5990, tg =  37.96 t/s, tg_3s =  40.01 t/s
10.36.963.164 I slot print_timing: id  4 | task 7523 | prompt eval time =     310.62 ms /    66 tokens (    4.71 ms per token,   212.48 tokens per second)
10.36.963.168 I slot print_timing: id  4 | task 7523 |        eval time =  154109.16 ms /  5834 tokens (   26.42 ms per token,    37.85 tokens per second)
10.36.963.169 I slot print_timing: id  4 | task 7523 |       total time =  154419.78 ms /  5900 tokens
10.36.963.170 I slot print_timing: id  4 | task 7523 |    graphs reused =       7488
10.36.963.174 I slot print_timing: id  4 | task 7523 | draft acceptance = 0.28051 ( 3659 accepted / 13044 generated), mean len =  2.68
10.36.963.202 I slot      release: id  4 | task 7523 | stop processing: n_tokens = 5899, truncated = 0
10.39.777.648 I slot print_timing: id  0 | task 7521 | n_gen =   6244, tg =  38.82 t/s, tg_3s =  84.14 t/s
10.42.785.297 I slot print_timing: id  0 | task 7521 | n_gen =   6514, tg =  39.76 t/s, tg_3s =  89.77 t/s
10.45.794.868 I slot print_timing: id  0 | task 7521 | n_gen =   6783, tg =  40.65 t/s, tg_3s =  89.38 t/s
10.47.752.454 I slot print_timing: id  0 | task 7521 | prompt eval time =     193.21 ms /    59 tokens (    3.27 ms per token,   305.37 tokens per second)
10.47.752.461 I slot print_timing: id  0 | task 7521 |        eval time =  168778.02 ms /  6991 tokens (   24.15 ms per token,    41.42 tokens per second)
10.47.752.462 I slot print_timing: id  0 | task 7521 |       total time =  168971.23 ms /  7050 tokens
10.47.752.464 I slot print_timing: id  0 | task 7521 |    graphs reused =       7809
10.47.752.469 I slot print_timing: id  0 | task 7521 | draft acceptance = 0.28838 ( 4433 accepted / 15372 generated), mean len =  2.73
10.47.752.506 I slot      release: id  0 | task 7521 | stop processing: n_tokens = 7054, truncated = 0
10.56.268.123 I srv    operator(): operator(): cleaning up before exit...
